"title","char","freq","year","tf","idf","tf_idf"
"[主要照顾者职业压力与职业衰竭分析]。","职业",22,2019,0.0438247011952191,6.0230439602613,0.263958101844121
"[主要照顾者职业压力与职业衰竭分析]。","护理员",14,2019,0.0278884462151394,7.81480342948936,0.217942725125201
"[主要照顾者职业压力与职业衰竭分析]。","P",13,2019,0.0258964143426295,5.04221470724958,0.130575281263435
"[主要照顾者职业压力与职业衰竭分析]。","ci",8,2019,0.0159362549800797,7.81480342948936,0.124538700071544
"[主要照顾者职业压力与职业衰竭分析]。","儿童",8,2019,0.0159362549800797,7.12165624892941,0.113492529863417
"基于改进的Chan-Vese模型与边缘转换的图像分割算法","飞鸟",6,2019,0.0530973451327434,7.81480342948936,0.414945314840143
"基于改进的Chan-Vese模型与边缘转换的图像分割算法","分割",5,2019,0.0442477876106195,5.10675322838715,0.22596253222952
"基于改进的Chan-Vese模型与边缘转换的图像分割算法","边缘",5,2019,0.0442477876106195,4.0536033137958,0.17936297848654
"基于改进的Chan-Vese模型与边缘转换的图像分割算法","Vese",2,2019,0.0176991150442478,7.81480342948936,0.138315104946714
"基于改进的Chan-Vese模型与边缘转换的图像分割算法","Chan",2,2019,0.0176991150442478,7.81480342948936,0.138315104946714
"Cordova-NodeJS混合式物联网信息服务系统","混合式",2,2019,0.0235294117647059,7.81480342948936,0.183877727752691
"Cordova-NodeJS混合式物联网信息服务系统","Cordova",2,2019,0.0235294117647059,7.81480342948936,0.183877727752691
"Cordova-NodeJS混合式物联网信息服务系统","应用服务器",2,2019,0.0235294117647059,6.71619114082125,0.158028026842853
"Cordova-NodeJS混合式物联网信息服务系统","服务",6,2019,0.0705882352941176,1.89054763207483,0.133450421087635
"Cordova-NodeJS混合式物联网信息服务系统","汇聚",2,2019,0.0235294117647059,4.25945536799995,0.100222479247058
"基于低功耗SoC的微型图像采集系统设计","SoC",4,2019,0.0363636363636364,6.0230439602613,0.219019780373138
"基于低功耗SoC的微型图像采集系统设计","图像",5,2019,0.0454545454545455,3.73726598558364,0.169875726617438
"基于低功耗SoC的微型图像采集系统设计","芯片",5,2019,0.0454545454545455,3.70392956531605,0.168360434787093
"基于低功耗SoC的微型图像采集系统设计","时钟",2,2019,0.0181818181818182,5.51221833649531,0.100222151572642
"基于低功耗SoC的微型图像采集系统设计","CMOS",2,2019,0.0181818181818182,5.51221833649531,0.100222151572642
"面向物联网的异构实体间关系服务模型","实体",9,2019,0.0841121495327103,3.77175216165481,0.317250181821433
"面向物联网的异构实体间关系服务模型","Agent",5,2019,0.0467289719626168,5.04221470724958,0.23561750968456
"面向物联网的异构实体间关系服务模型","异构",6,2019,0.0560747663551402,3.15136433537729,0.176712018806203
"面向物联网的异构实体间关系服务模型","服务",6,2019,0.0560747663551402,1.89054763207483,0.106012016751859
"面向物联网的异构实体间关系服务模型","逻辑",3,2019,0.0280373831775701,3.77175216165481,0.105750060607144
"【慢性创伤诊疗管理战略的新机遇:新兴技术】。","创面",4,2019,0.0754716981132075,7.81480342948936,0.58979648524448
"【慢性创伤诊疗管理战略的新机遇:新兴技术】。","慢性",4,2019,0.0754716981132075,6.0230439602613,0.454569355491419
"【慢性创伤诊疗管理战略的新机遇:新兴技术】。","诊疗",3,2019,0.0566037735849057,5.24985407202782,0.297161551246858
"【慢性创伤诊疗管理战略的新机遇:新兴技术】。","烧伤",2,2019,0.0377358490566038,7.81480342948936,0.29489824262224
"【慢性创伤诊疗管理战略的新机遇:新兴技术】。","外科学",1,2019,0.0188679245283019,7.81480342948936,0.14744912131112
"基于改进猫群算法的物联网感知层路由优化策略","猫",2,2019,0.025,7.81480342948936,0.195370085737234
"基于改进猫群算法的物联网感知层路由优化策略","路径",4,2019,0.05,3.27150864721936,0.163575432360968
"基于改进猫群算法的物联网感知层路由优化策略","能量",4,2019,0.05,3.16084307933184,0.158042153966592
"基于改进猫群算法的物联网感知层路由优化策略","节点",5,2019,0.0625,1.79621021499312,0.11226313843707
"基于改进猫群算法的物联网感知层路由优化策略","猫群",1,2019,0.0125,7.81480342948936,0.097685042868617
"工业物联网密集场景中的演进型时隙分配机制","时隙",7,2019,0.0853658536585366,4.87036445032292,0.415762818930005
"工业物联网密集场景中的演进型时隙分配机制","分配",5,2019,0.0609756097560976,3.75436041894294,0.228924415789204
"工业物联网密集场景中的演进型时隙分配机制","密集",3,2019,0.0365853658536585,5.86889328043405,0.214715607820758
"工业物联网密集场景中的演进型时隙分配机制","CA",2,2019,0.024390243902439,7.12165624892941,0.173698932900717
"工业物联网密集场景中的演进型时隙分配机制","CSMA",2,2019,0.024390243902439,6.71619114082125,0.16380954002003
"基于双数组trie树的多模式复杂事件检测方法","trie",2,2019,0.032258064516129,7.81480342948936,0.252090433209334
"基于双数组trie树的多模式复杂事件检测方法","事件",4,2019,0.0645161290322581,3.65592034612969,0.23586582878256
"基于双数组trie树的多模式复杂事件检测方法","数组",2,2019,0.032258064516129,7.12165624892941,0.229730846739659
"基于双数组trie树的多模式复杂事件检测方法","存储空间",2,2019,0.032258064516129,5.51221833649531,0.177813494725655
"基于双数组trie树的多模式复杂事件检测方法","双",2,2019,0.032258064516129,4.77028099176594,0.15388003199245
"基于区块链技术的物联网信息共享安全机制","交易",4,2019,0.0425531914893617,5.73536188780952,0.244057952672746
"基于区块链技术的物联网信息共享安全机制","区块",5,2019,0.0531914893617021,4.51896656348503,0.240370561887502
"基于区块链技术的物联网信息共享安全机制","双链",2,2019,0.0212765957446809,7.81480342948936,0.166272413393391
"基于区块链技术的物联网信息共享安全机制","链中",2,2019,0.0212765957446809,7.81480342948936,0.166272413393391
"基于区块链技术的物联网信息共享安全机制","链",3,2019,0.0319148936170213,3.98616203300026,0.127217937223413
"物联网智能物流系统容错服务组合建模与分析","容错",6,2019,0.0526315789473684,5.04221470724958,0.265379721434188
"物联网智能物流系统容错服务组合建模与分析","组合",7,2019,0.0614035087719298,3.92298313137873,0.240884929119747
"物联网智能物流系统容错服务组合建模与分析","物流",7,2019,0.0614035087719298,3.51073833628519,0.215571652228038
"物联网智能物流系统容错服务组合建模与分析","服务",12,2019,0.105263157894737,1.89054763207483,0.199005013902613
"物联网智能物流系统容错服务组合建模与分析","可靠性",6,2019,0.0526315789473684,3.06987130112611,0.161572173743479
"基于物联网设备指纹的情境认证方法","指纹",5,2019,0.0555555555555556,5.24985407202782,0.291658559557101
"基于物联网设备指纹的情境认证方法","认证",7,2019,0.0777777777777778,3.20963324350127,0.24963814116121
"基于物联网设备指纹的情境认证方法","情境",4,2019,0.0444444444444444,5.41690815669099,0.240751473630711
"基于物联网设备指纹的情境认证方法","设备",9,2019,0.1,1.67061779536371,0.167061779536371
"基于物联网设备指纹的情境认证方法","六种",1,2019,0.0111111111111111,7.81480342948936,0.0868311492165484
"互联网端到端多路径传输跨层优化研究综述","多路径",8,2019,0.0446927374301676,6.0230439602613,0.269186322246315
"互联网端到端多路径传输跨层优化研究综述","端",7,2019,0.0391061452513966,3.70392956531605,0.144846407582192
"互联网端到端多路径传输跨层优化研究综述","传输",11,2019,0.0614525139664804,2.03097824715962,0.124808719099195
"互联网端到端多路径传输跨层优化研究综述","网卡",3,2019,0.0167597765363128,7.12165624892941,0.119357367300493
"互联网端到端多路径传输跨层优化研究综述","端到",4,2019,0.0223463687150838,5.24985407202782,0.117315174793918
"一种L型微带谐振器加载的射频识别无芯片标签","微带",3,2019,0.032258064516129,7.81480342948936,0.252090433209334
"一种L型微带谐振器加载的射频识别无芯片标签","谐振器",3,2019,0.032258064516129,7.12165624892941,0.229730846739659
"一种L型微带谐振器加载的射频识别无芯片标签","编码",5,2019,0.0537634408602151,3.68766904444427,0.198261776583025
"一种L型微带谐振器加载的射频识别无芯片标签","标签",6,2019,0.0645161290322581,3.02731168670731,0.195310431400472
"一种L型微带谐振器加载的射频识别无芯片标签","bit",3,2019,0.032258064516129,5.73536188780952,0.185011673800307
"海洋时空基准网的进展与趋势","海洋",16,2019,0.0776699029126214,5.73536188780952,0.445465000994914
"海洋时空基准网的进展与趋势","基准",15,2019,0.0728155339805825,5.1757460998741,0.37687471601025
"海洋时空基准网的进展与趋势","时空",17,2019,0.0825242718446602,3.72045886726726,0.30702815894924
"海洋时空基准网的进展与趋势","监测网",5,2019,0.0242718446601942,7.81480342948936,0.189679694890518
"海洋时空基准网的进展与趋势","海洋环境",5,2019,0.0242718446601942,6.71619114082125,0.163014348078186
"人工智能视角下的智能制造前世今生与未来","制造",7,2019,0.1,3.26092653788882,0.326092653788882
"人工智能视角下的智能制造前世今生与未来","人工智能",4,2019,0.0571428571428571,3.45809460279977,0.197605405874272
"人工智能视角下的智能制造前世今生与未来","智能",7,2019,0.1,1.48330157959567,0.148330157959567
"人工智能视角下的智能制造前世今生与未来","第二代",1,2019,0.0142857142857143,7.81480342948936,0.111640048992705
"人工智能视角下的智能制造前世今生与未来","第一代",1,2019,0.0142857142857143,7.81480342948936,0.111640048992705
"基于国际标准条形码实现高值耗材全流程闭环追溯管理","耗材",3,2019,0.0638297872340425,7.81480342948936,0.498817240180172
"基于国际标准条形码实现高值耗材全流程闭环追溯管理","高值",3,2019,0.0638297872340425,7.81480342948936,0.498817240180172
"基于国际标准条形码实现高值耗材全流程闭环追溯管理","医院",2,2019,0.0425531914893617,4.44750759950289,0.189255642532038
"基于国际标准条形码实现高值耗材全流程闭环追溯管理","SPD",1,2019,0.0212765957446809,7.81480342948936,0.166272413393391
"基于国际标准条形码实现高值耗材全流程闭环追溯管理","HIBC",1,2019,0.0212765957446809,7.81480342948936,0.166272413393391
"药品温湿度物联网综合监控平台的建立与应用","药品",8,2019,0.0808080808080808,5.86889328043405,0.474254002459317
"药品温湿度物联网综合监控平台的建立与应用","温湿度",4,2019,0.0404040404040404,4.48259891931416,0.181115107851077
"药品温湿度物联网综合监控平台的建立与应用","冷藏柜",2,2019,0.0202020202020202,7.81480342948936,0.157874816757361
"药品温湿度物联网综合监控平台的建立与应用","台",2,2019,0.0202020202020202,6.42850906836947,0.12986887006807
"药品温湿度物联网综合监控平台的建立与应用","院内",2,2019,0.0202020202020202,6.0230439602613,0.121677655762855
"告别充电器:一种可以随身携带的能量源","万物",2,2019,0.0377358490566038,5.24985407202782,0.198107700831239
"告别充电器:一种可以随身携带的能量源","一体",2,2019,0.0377358490566038,4.20388551684514,0.158637189314911
"告别充电器:一种可以随身携带的能量源","拉近",1,2019,0.0188679245283019,7.81480342948936,0.14744912131112
"告别充电器:一种可以随身携带的能量源","世间",1,2019,0.0188679245283019,7.81480342948936,0.14744912131112
"告别充电器:一种可以随身携带的能量源","录",1,2019,0.0188679245283019,7.81480342948936,0.14744912131112
"基于泛在电力物联网多源信息的电网动态风险评估系统","风险",6,2019,0.0666666666666667,3.56630818744,0.237753879162667
"基于泛在电力物联网多源信息的电网动态风险评估系统","电网",5,2019,0.0555555555555556,3.68766904444427,0.204870502469126
"基于泛在电力物联网多源信息的电网动态风险评估系统","动态",8,2019,0.0888888888888889,2.28537434197794,0.203144385953594
"基于泛在电力物联网多源信息的电网动态风险评估系统","评估",5,2019,0.0555555555555556,3.06121323838299,0.170067402132389
"基于泛在电力物联网多源信息的电网动态风险评估系统","电力",3,2019,0.0333333333333333,3.82581938292509,0.12752731276417
"泛在电力物联网传输网优化关键技术研究","策略",6,2019,0.0588235294117647,2.88032949635867,0.169431146844628
"泛在电力物联网传输网优化关键技术研究","电力",4,2019,0.0392156862745098,3.82581938292509,0.150032132663729
"泛在电力物联网传输网优化关键技术研究","优化",6,2019,0.0588235294117647,2.15881161866951,0.126988918745265
"泛在电力物联网传输网优化关键技术研究","泛",3,2019,0.0294117647058824,3.86355971090793,0.113634109144351
"泛在电力物联网传输网优化关键技术研究","效能",2,2019,0.0196078431372549,5.73536188780952,0.112458076231559
"电力无线专网在泛在电力物联网中的应用","电力",12,2019,0.111111111111111,3.82581938292509,0.425091042547232
"电力无线专网在泛在电力物联网中的应用","专网",6,2019,0.0555555555555556,7.12165624892941,0.395647569384967
"电力无线专网在泛在电力物联网中的应用","业务",9,2019,0.0833333333333333,3.0526294946916,0.2543857912243
"电力无线专网在泛在电力物联网中的应用","泛",5,2019,0.0462962962962963,3.86355971090793,0.178868505134626
"电力无线专网在泛在电力物联网中的应用","类",3,2019,0.0277777777777778,4.20388551684514,0.116774597690143
"认知无线电网络中的非正交多址资源分配算法","信道",8,2019,0.073394495412844,3.68766904444427,0.270654608766552
"认知无线电网络中的非正交多址资源分配算法","功率",5,2019,0.0458715596330275,4.17721726976297,0.191615471090045
"认知无线电网络中的非正交多址资源分配算法","复用",3,2019,0.0275229357798165,5.04221470724958,0.138776551575676
"认知无线电网络中的非正交多址资源分配算法","用户",6,2019,0.055045871559633,2.38545780053492,0.13130960369917
"认知无线电网络中的非正交多址资源分配算法","子",3,2019,0.0275229357798165,4.51896656348503,0.124375226517937
"基于能量获取的蜂窝物联网中距离感知的成簇策略","簇首",5,2019,0.0471698113207547,6.42850906836947,0.303231559828749
"基于能量获取的蜂窝物联网中距离感知的成簇策略","能量",6,2019,0.0566037735849057,3.16084307933184,0.178915645999915
"基于能量获取的蜂窝物联网中距离感知的成簇策略","成簇",3,2019,0.0283018867924528,6.20536551705526,0.175623552369488
"基于能量获取的蜂窝物联网中距离感知的成簇策略","远近",2,2019,0.0188679245283019,7.12165624892941,0.13437087262131
"基于能量获取的蜂窝物联网中距离感知的成簇策略","距离",4,2019,0.0377358490566038,3.25045523802152,0.122658688227227
"基于选择映射的通用滤波多载波系统","UFMC",7,2019,0.05,7.81480342948936,0.390740171474468
"基于选择映射的通用滤波多载波系统","PAPR",4,2019,0.0285714285714286,7.81480342948936,0.22328009798541
"基于选择映射的通用滤波多载波系统","SLM",3,2019,0.0214285714285714,7.81480342948936,0.167460073489058
"基于选择映射的通用滤波多载波系统","M2M",4,2019,0.0285714285714286,5.73536188780952,0.163867482508844
"基于选择映射的通用滤波多载波系统","载波",4,2019,0.0285714285714286,5.61757885215314,0.160502252918661
"基于窄带物联网RTU管网终端的设计与应用","下行",2,2019,0.025,6.42850906836947,0.160712726709237
"基于窄带物联网RTU管网终端的设计与应用","窄带",2,2019,0.025,4.92443167159319,0.12311079178983
"基于窄带物联网RTU管网终端的设计与应用","通信",5,2019,0.0625,1.94833537255606,0.121770960784754
"基于窄带物联网RTU管网终端的设计与应用","Bus",1,2019,0.0125,7.81480342948936,0.097685042868617
"基于窄带物联网RTU管网终端的设计与应用","BC28",1,2019,0.0125,7.81480342948936,0.097685042868617
"智慧城市综合感知与智能决策的进展及应用","城市",8,2019,0.125,2.93960610628821,0.367450763286026
"智慧城市综合感知与智能决策的进展及应用","决策",4,2019,0.0625,2.8041681353931,0.175260508462069
"智慧城市综合感知与智能决策的进展及应用","感知",5,2019,0.078125,1.91490607590687,0.149602037180224
"智慧城市综合感知与智能决策的进展及应用","高度",2,2019,0.03125,4.23128449103325,0.132227640344789
"智慧城市综合感知与智能决策的进展及应用","三高",1,2019,0.015625,7.81480342948936,0.122106303585771
"基于物联网的分布式污水厂智能化集中监控的探索","水务",3,2019,0.0461538461538462,6.20536551705526,0.28640148540255
"基于物联网的分布式污水厂智能化集中监控的探索","污水",3,2019,0.0461538461538462,5.41690815669099,0.25001114569343
"基于物联网的分布式污水厂智能化集中监控的探索","处理厂",2,2019,0.0307692307692308,6.42850906836947,0.197800279026753
"基于物联网的分布式污水厂智能化集中监控的探索","运营",2,2019,0.0307692307692308,4.00814093971904,0.123327413529817
"基于物联网的分布式污水厂智能化集中监控的探索","作出贡献",1,2019,0.0153846153846154,7.81480342948936,0.120227745069067
"面向延迟敏感型物联网应用的计算迁移策略","延迟",9,2019,0.0580645161290323,4.2884429048732,0.249006362218444
"面向延迟敏感型物联网应用的计算迁移策略","DPCO",4,2019,0.0258064516129032,7.81480342948936,0.201672346567467
"面向延迟敏感型物联网应用的计算迁移策略","边缘",7,2019,0.0451612903225806,4.0536033137958,0.183065956106907
"面向延迟敏感型物联网应用的计算迁移策略","迁移",5,2019,0.032258064516129,4.81907115593537,0.15545390825598
"面向延迟敏感型物联网应用的计算迁移策略","惩罚",4,2019,0.0258064516129032,5.86889328043405,0.151455310462814
"我国智慧医疗研究热点及前沿可视化分析","医疗",8,2019,0.123076923076923,3.48407008920303,0.42880862636345
"我国智慧医疗研究热点及前沿可视化分析","智慧",8,2019,0.123076923076923,2.6908394500861,0.331180240010597
"我国智慧医疗研究热点及前沿可视化分析","CiteSpaceV",1,2019,0.0153846153846154,7.81480342948936,0.120227745069067
"我国智慧医疗研究热点及前沿可视化分析","卫生事业",1,2019,0.0153846153846154,7.81480342948936,0.120227745069067
"我国智慧医疗研究热点及前沿可视化分析","个性",1,2019,0.0153846153846154,7.12165624892941,0.109563942291222
"家庭机械通气治疗远程管理的实践","治疗",5,2019,0.0467289719626168,5.73536188780952,0.268007564850912
"家庭机械通气治疗远程管理的实践","远程管理",4,2019,0.0373831775700935,6.20536551705526,0.231976281011412
"家庭机械通气治疗远程管理的实践","通气",3,2019,0.0280373831775701,7.81480342948936,0.219106638209982
"家庭机械通气治疗远程管理的实践","精神状态",3,2019,0.0280373831775701,7.81480342948936,0.219106638209982
"家庭机械通气治疗远程管理的实践","患者",5,2019,0.0467289719626168,4.2884429048732,0.200394528265103
"群体智能2.0研究综述","2.0",4,2019,0.0754716981132075,6.0230439602613,0.454569355491419
"群体智能2.0研究综述","群体",4,2019,0.0754716981132075,5.32989677970136,0.402256360732178
"群体智能2.0研究综述","群智",2,2019,0.0377358490566038,6.0230439602613,0.22728467774571
"群体智能2.0研究综述","包等",1,2019,0.0188679245283019,7.81480342948936,0.14744912131112
"群体智能2.0研究综述","及众",1,2019,0.0188679245283019,7.81480342948936,0.14744912131112
"基于欧拉核的数据流聚类算法","欧拉",4,2019,0.0373831775700935,7.12165624892941,0.266230140146894
"基于欧拉核的数据流聚类算法","数据流",6,2019,0.0560747663551402,4.55670689146788,0.255516274287918
"基于欧拉核的数据流聚类算法","聚类",6,2019,0.0560747663551402,4.4136060478272,0.247491927915544
"基于欧拉核的数据流聚类算法","核",4,2019,0.0373831775700935,5.86889328043405,0.219397879642394
"基于欧拉核的数据流聚类算法","映射",2,2019,0.0186915887850467,3.98616203300026,0.0745077015514068
"EasiFFRA:一种基于邻域粗糙集的属性快速约简算法","约简",5,2019,0.0294117647058824,6.42850906836947,0.189073796128514
"EasiFFRA:一种基于邻域粗糙集的属性快速约简算法","冗余",7,2019,0.0411764705882353,4.17721726976297,0.172003064049064
"EasiFFRA:一种基于邻域粗糙集的属性快速约简算法","邻域",4,2019,0.0235294117647059,6.42850906836947,0.151259036902811
"EasiFFRA:一种基于邻域粗糙集的属性快速约简算法","特征",11,2019,0.0647058823529412,2.25412179847383,0.145854939901248
"EasiFFRA:一种基于邻域粗糙集的属性快速约简算法","EasiFFRA",3,2019,0.0176470588235294,7.81480342948936,0.137908295814518
"基于泛在电力物联网平台的可再生能源政策评估系统设计与模型研究","政策",7,2019,0.101449275362319,4.81907115593537,0.488891276689095
"基于泛在电力物联网平台的可再生能源政策评估系统设计与模型研究","再生能源",5,2019,0.072463768115942,6.20536551705526,0.449664167902555
"基于泛在电力物联网平台的可再生能源政策评估系统设计与模型研究","评价",4,2019,0.0579710144927536,3.48407008920303,0.201975077634958
"基于泛在电力物联网平台的可再生能源政策评估系统设计与模型研究","泛",3,2019,0.0434782608695652,3.86355971090793,0.167980856995997
"基于泛在电力物联网平台的可再生能源政策评估系统设计与模型研究","电力",3,2019,0.0434782608695652,3.82581938292509,0.166339973170656
"计及状态估计与可观性的电力系统可靠性评估","系统可靠性",5,2019,0.040983606557377,6.20536551705526,0.254318258895707
"计及状态估计与可观性的电力系统可靠性评估","电力",8,2019,0.0655737704918033,3.82581938292509,0.250873402159022
"计及状态估计与可观性的电力系统可靠性评估","可观",3,2019,0.0245901639344262,6.71619114082125,0.165152241167736
"计及状态估计与可观性的电力系统可靠性评估","估计",5,2019,0.040983606557377,3.75436041894294,0.153867230284547
"计及状态估计与可观性的电力系统可靠性评估","状态",6,2019,0.0491803278688525,2.46294529601329,0.121128457180982
"基于深度学习的电力线信道传输特性识别方法","信道",7,2019,0.0679611650485437,3.68766904444427,0.250618284573882
"基于深度学习的电力线信道传输特性识别方法","电力线",4,2019,0.0388349514563107,5.86889328043405,0.227918185647924
"基于深度学习的电力线信道传输特性识别方法","特性",6,2019,0.058252427184466,2.88754974433215,0.168206781223232
"基于深度学习的电力线信道传输特性识别方法","噪声",4,2019,0.0388349514563107,4.31829586802288,0.167700810408656
"基于深度学习的电力线信道传输特性识别方法","识别",6,2019,0.058252427184466,2.38985341200796,0.139214761864541
"基于智能配变终端的配电网单相接地故障检测技术研究","非负",4,2019,0.0416666666666667,7.81480342948936,0.325616809562057
"基于智能配变终端的配电网单相接地故障检测技术研究","分解",4,2019,0.0416666666666667,5.10675322838715,0.212781384516131
"基于智能配变终端的配电网单相接地故障检测技术研究","故障",5,2019,0.0520833333333333,3.67166870309783,0.191232744953012
"基于智能配变终端的配电网单相接地故障检测技术研究","投影",3,2019,0.03125,5.86889328043405,0.183402915013564
"基于智能配变终端的配电网单相接地故障检测技术研究","矩阵",4,2019,0.0416666666666667,4.2884429048732,0.178685121036383
"面向配电物联网的边缘计算技术","配电",7,2019,0.0673076923076923,5.10675322838715,0.343723774987597
"面向配电物联网的边缘计算技术","边缘",5,2019,0.0480769230769231,4.0536033137958,0.194884774701721
"面向配电物联网的边缘计算技术","边云",2,2019,0.0192307692307692,7.81480342948936,0.150284681336334
"面向配电物联网的边缘计算技术","计算技术",2,2019,0.0192307692307692,5.51221833649531,0.106004198778756
"面向配电物联网的边缘计算技术","将会",2,2019,0.0192307692307692,5.41690815669099,0.104171310705596
"基于边缘嵌入深度学习的非侵入式负荷分解方法","负荷",8,2019,0.0487804878048781,4.81907115593537,0.235076641752945
"基于边缘嵌入深度学习的非侵入式负荷分解方法","分解",5,2019,0.0304878048780488,5.10675322838715,0.155693695987413
"基于边缘嵌入深度学习的非侵入式负荷分解方法","深度",5,2019,0.0304878048780488,3.51073833628519,0.107034705374548
"基于边缘嵌入深度学习的非侵入式负荷分解方法","家庭设备",2,2019,0.0121951219512195,7.81480342948936,0.0953024808474312
"基于边缘嵌入深度学习的非侵入式负荷分解方法","学习",4,2019,0.024390243902439,3.62514868746293,0.0884182606698277
